region;nr;ausfuehrung;ort;seit;anmerkung;lage
Nordrhein-Westfalen;;Bottrop-Fuhlenbrock;;neben dem Kindergarten, jederzeit zugänglich, barrierefrei;⊙Wilhelm-Busch-Straße 5;
Nordrhein-Westfalen;;Bracht;Aug. 2018;Gesponsert durch Westenergie[21];⊙Marktstraße / gegenüber Café Bürgermeisteramt;
Nordrhein-Westfalen;;Brakel;;;⊙Am Thy;
Nordrhein-Westfalen;;Brühl;2012;Stadtbücherei Brühl[22];⊙Innenhof/Kartäuserhof (in Marktnähe);
Nordrhein-Westfalen;;Brühl;Okt. 2022;Kinderbücherschrank, barrierefreier Zugang, Patenschaft durch Dorfgemeinschaft Brühl Kierberg[22];⊙Heinestraße, am Fuß- und Radweg des Kinderspielplatzes;
Nordrhein-Westfalen;;Brühl-Kierberg;1. Sep. 2020;barrierefreier Zugang, Patenschaft durch Dorfgemeinschaft Brühl Kierberg[22];⊙Kierberger Straße, unterhalb des historischenKaiserbahnhofes;
Nordrhein-Westfalen;;Brühl-Ost;3. Sep. 2020;barrierefreier Zugang, Patenschaft durch Ortsgemeinschaft Brühl-Ost e. V.[22];⊙Bergerstraße;
Nordrhein-Westfalen;;Brühl-Vochem;10. Aug. 2021;barrierefreier Zugang, Initiative der Stadt Brühl, Sponsor Stadtwerke Brühl GmbH, Patenschaft durch Bürgergemeinschaft 1949 Brühl-Vochem e. V.[22];⊙Andreaskirchplatz;
Nordrhein-Westfalen;;Bünde;;zugänglich zu den Öffnungszeiten von Marktkauf;⊙Wilhelmstraße 10–28;
Nordrhein-Westfalen;;Büren;Feb. 2020;"zweiter Bücherschrank an diesem Ort; wie der 2015 aufgestellte und durch Vandalismus zerstörte Schrank von einem Energieversorgungsunternehmen gestiftet[23]";⊙Platz in der oberen Burgstraße;
Nordrhein-Westfalen;;Büren-Steinhausen;;;⊙Antoniusstraße;
Nordrhein-Westfalen;;Coesfeld;25. Juni 2017;errichtet und betreut durch das Seniorennetzwerk Coesfeld e. V.;⊙im Schlosspark;
Nordrhein-Westfalen;;Dahlem;2023;Förderverein Dorfentwicklung e. V.;⊙Auf dem Dorfplatz (Bahnstraße) vor der VR-Bank;
Nordrhein-Westfalen;;Dahlem-Schmidtheim;2023;IG Schmidtheim;⊙Am Eingang des Generationenparks;
Nordrhein-Westfalen;;Detmold;Okt. 2014;"gefördert von der VHS Detmold und der Detmolder Bürgerstiftung;[24]im April 2018 durch Brandstiftung zerstört[25]und wiederaufgebaut";⊙Willy-Brandt-Platz/Wall;
Nordrhein-Westfalen;;Detmold;Mai 2016;gefördert von der Detmolder Bürgerstiftung[26];⊙Lange Straße/Hasselter Platz;
Nordrhein-Westfalen;;Detmold;Dez. 2018;gefördert von der Detmolder Bürgerstiftung[27];⊙Kaiser-Wilhelm-Park;
Nordrhein-Westfalen;;Detmold-Barkhausen;;;⊙Aalbergweg;
Nordrhein-Westfalen;;Detmold-Diestelbruch;;;⊙Dörenwaldstraße;
Nordrhein-Westfalen;;Detmold-Heiligenkirchen;Dez. 2018;;⊙Dorfpark;
Nordrhein-Westfalen;;Detmold-Hiddesen;Dez. 2018;;⊙Akazienstraße/Friedrich-Ebert-Straße;
Nordrhein-Westfalen;;Dinslaken;März 2021;aufgestellt zum Geburtstag der Städtepartnerschaft mitAgen, im Lesegarten bei der Stadtinformation am Rittertor[28];⊙Ritterstraße 1;
Nordrhein-Westfalen;;Dinslaken-Hiesfeld;2019;barrierefreier Zugang;⊙Krengelstraße neben dem Kiosk gegenüber der Dorfkirche;
Nordrhein-Westfalen;;Dormagen;;Mo./Di. 8:00 bis 17:00 Uhr, Mi. 8:00 bis 13:30 Uhr, Do. 8:00 bis 18:00 Uhr, Fr. 8:00 bis 13:30 Uhr, Sa. 10:00 bis 12:00 Uhr, barrierefrei zugänglich;⊙Paul-Wierich-Platz 2, Zufahrt über Castellstraße;
Nordrhein-Westfalen;;Dorsten;Jan. 2014;gestiftet von RWE;⊙Recklinghäuser Straße 20;
Nordrhein-Westfalen;;Dorsten;;;⊙Rossiniweg 72;
Nordrhein-Westfalen;;Dorsten-Lembeck;1. März 2022;Gesponsert durch Westenergie und Vorgänger;⊙Schulstr. 23;
Nordrhein-Westfalen;;Dortmund-Aplerbeck;Mai 2012;von derStiftung Mercatoraufgestellt;⊙Aplerbecker Marktplatz;
Nordrhein-Westfalen;;Dortmund-Berghofen;;bei Kreuzkirche;⊙Fasanenweg 22;
Nordrhein-Westfalen;;Dortmund-Brackel;2022;aufgestellt von der Bezirksvertretung;⊙Oberdorfstraße 28 am Balou;
Nordrhein-Westfalen;;Dortmund-Bövinghausen;;bei Katharinenkirche;⊙Provinzialstraße 410;
Nordrhein-Westfalen;;Dortmund-Brackel;2021;finanziert durch die Sparkasse Dortmund, Aufstellung Pflege durch die Beschäftigten des Hauptfriedhofs;⊙Am Gottesacker 23, rechts vom Haupteingang des Hauptfriedhofs;
Nordrhein-Westfalen;;Dortmund-Deusen;;;⊙Deusener Str. 227;
Nordrhein-Westfalen;;Dortmund-Dorstfeld;;aufgestellt vomSpar- und Bauverein Dortmund;⊙Spicherner Straße 21;
Nordrhein-Westfalen;;Dortmund-Dorstfeld;Apr. 2025;;⊙Kometenstr. 1, Ecke Karlsglückstr.;
Nordrhein-Westfalen;;Dortmund-Eichlinghofen;2015;AStATU Dortmund;⊙Zentralbibliothek, TU Dortmund, Vogelpothsweg 76;
Nordrhein-Westfalen;;Dortmund-Eichlinghofen;;CSR-Office,FH Dortmund;⊙Emil-Figge-Str. 38b;
Nordrhein-Westfalen;;Dortmund-Eving;;;⊙Evinger Parkweg 8, vor AWO-Haus;
Nordrhein-Westfalen;;Dortmund-Eving;;;⊙Süggelweg 11;
Nordrhein-Westfalen;;Dortmund-Hafen;;aufgestellt vomSpar- und Bauverein Dortmund;⊙vor Unverhaustraße 9;
Nordrhein-Westfalen;;Dortmund-Hombruch;;;⊙Harkortstr. 35, vor dem REWE;
Nordrhein-Westfalen;;Dortmund-Hohensyburg;;;"⊙Hohensyburgstr. 169; gegenüber vom Road Stop";
Nordrhein-Westfalen;;Dortmund-Höchsten;;Öffnungszeiten beachten;⊙im REWE Markt;
Nordrhein-Westfalen;;Dortmund-Hörde;Mai 2017;aufgestellt vom Verein Hörde International e. V.[29];⊙Friedrich-Ebert-Platz;
Nordrhein-Westfalen;;Dortmund-Huckarde;;;⊙Am Dieckhof 6, auf Parkplatz Gemeindehaus;
Nordrhein-Westfalen;;Dortmund-Innenstadt;;nicht immer zugänglich;⊙Wittekindstr. 98a, im Eingangsbereich des Theodor-Fliedner-Heims;
Nordrhein-Westfalen;;Dortmund-Innenstadt-Nord;;;⊙Osterlandwehr 31–35, Dortmunder Tafel;
Nordrhein-Westfalen;;Dortmund-Innenstadt-West;;nicht immer zugänglich;"⊙Max-Ophüls-Platz 2; im Innenhof der FH";
Nordrhein-Westfalen;;Dortmund-Innenstadt-West;;;"⊙Neuer Graben 109; auf der Grünfläche";
Nordrhein-Westfalen;;Dortmund-Jungferntal;;Projektträger ist dieVonovia;⊙Jungferntalstraße 69–79;
Nordrhein-Westfalen;;Dortmund-Kaiserviertel;Juni 2017;;⊙vor Café Lotte, Kaiserstraße 15;
Nordrhein-Westfalen;;Dortmund-Kaiserviertel;Juni 2017;;⊙vor der Küchenwirtschaft Bismarck, Bismarckstraße 1;
Nordrhein-Westfalen;;Dortmund-Kley;18. Mai 2025;Kooperation Heimatverein Oespel-Kley und alt-katholische Gemeinde St. Martin Dortmund;⊙Kleyer Weg 89, auf der Südseite;
Nordrhein-Westfalen;;Dortmund-Körne;Aug. 2018;Projektträger ist der Körner Kultur- und Kunstverein;⊙vor dem Drogerie-Markt Körner Hellweg 72;
Nordrhein-Westfalen;;Dortmund-Kurl;;nur englische Literatur;⊙Kurler Straße 174, vor Victoria’s Café;
Nordrhein-Westfalen;;Dortmund-Kurl;;;⊙Wicker Heck 24;
Nordrhein-Westfalen;;Dortmund-Lütgendortmund;;;⊙Marienborn 10;
Nordrhein-Westfalen;;Dortmund-Mengede;9. Feb. 2021;[30];⊙Mengede Markt;
Nordrhein-Westfalen;;Dortmund-Mitte;;;⊙Karl-Liebknecht-Straße / Ecke Tewaagstraße / neben dem U-Bahn-Aufgang;
Nordrhein-Westfalen;;Dortmund-Unionviertel;Juli 2013;;⊙Heinrichstraße 40;
Nordrhein-Westfalen;;Dortmund-Scharnhorst;;auf Scharnhorster Kirchplatz;⊙Gleiwitzstraße 277;
Nordrhein-Westfalen;;Dortmund-Unionviertel;;;⊙vor dem Eugen-Krautscheid-Haus, Lange Straße 42;
Nordrhein-Westfalen;;Dortmund-Wickede;2022;finanziert durch die Stadt Dortmund, Sparkasse und Volksbank, Pflege durch ehrenamtliche Patinnen und Paten der kath. Kirchengemeinde;⊙Wickeder Hellweg 59, Ecke Rübenkamp;
Nordrhein-Westfalen;;Drensteinfurt;Juli 2011;aufgebaut von der Stadt Drensteinfurt, betreut von der Initiatorin Jana Philipp;⊙in der Bushaltestelle auf dem Marktplatz;
Nordrhein-Westfalen;;Drolshagen;28. Dez. 2023;Gesponsert durch Westenergie und Vorgänger;⊙Marktplatz 2, Drolshagen;
Nordrhein-Westfalen;;Dülmen, Bauerschaft Weddern;Juli 2020;zugänglich für Bewohner, Beschäftigte und Besucher desAnna-Katharinenstifts Karthaussowie Passanten[31];⊙auf dem Gelände des Anna-Katharinenstifts Karthaus;
Nordrhein-Westfalen;;Düren;2014;;⊙Foyer Bürgerbüro, Marktplatz 2;
Nordrhein-Westfalen;;Düren-Hoven;;;⊙Arnold-Decker-Platz;
Nordrhein-Westfalen;;Düren-Lendersdorf;Juni 2023;Bücherschrank „Büchertardis“ auf privatem Grundstück. jederzeit zugänglichPrivat aufgestellt und betreut. Nicht städtisch;⊙Zum Roten Kreuz 13;
Nordrhein-Westfalen;;Düsseldorf-Angermund;Sep. 2016;;⊙Düsseldorf-Angermund: Platz Angermunder Straße/Kirchweg/In den Blamüsen/Im Großen Winkel;
Nordrhein-Westfalen;;Düsseldorf-Benrath;Juni 2021;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Hauptstraße/Marktplatz Benrath;
Nordrhein-Westfalen;;Düsseldorf-Carlstadt;Juni 2011;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙an der Uferpromenade, Mannesmannufer 1b;
Nordrhein-Westfalen;;Düsseldorf-Derendorf;März 2014;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Derendorf/Pempelfort: Kreuzung Klever Straße/Jülicher Straße/Collenbachstraße/Roßstraße[32];
Nordrhein-Westfalen;;Düsseldorf-Derendorf;Dez. 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Frankenplatz;
Nordrhein-Westfalen;;Düsseldorf-Düsseltal;;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Brehmplatz/Rethelstraße;
Nordrhein-Westfalen;;Düsseldorf-Düsseltal;;initiiert und betreut von der Trinkhalle „Chill Platz“;⊙Schillerplatz;
Nordrhein-Westfalen;;Düsseldorf-Flingern;Aug. 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Hermannplatz Ecke Hermannstraße/Lindenstraße;
Nordrhein-Westfalen;;Düsseldorf-Friedrichstadt;Mai 2022;"initiiert von der BürgerInnen-Initiative Fürstenplatz e. V.; betreut vom Literaturbüro Nordrhein-Westfalen e. V.";⊙Fürstenplatz;
Nordrhein-Westfalen;;Düsseldorf-Garath;Juni 2024;betreut von der Bezirksvertretung und dem Quartiersmanagement Garath 2.0;⊙Matthias-Erzberger-Straße/Ecke Carl-Severing-Straße;
Nordrhein-Westfalen;;Düsseldorf-Gerresheim;;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Gerricusplatz;
Nordrhein-Westfalen;;Düsseldorf-Gerresheim;;;⊙Heyestraße 132;
Nordrhein-Westfalen;;Düsseldorf-Gerresheim;Juni 2021;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Apostelplatz;
Nordrhein-Westfalen;;Düsseldorf-Grafenberg;;;⊙Staufenplatz;
Nordrhein-Westfalen;;Düsseldorf-Hassels;Sep. 2021;betreut von der Umweltgruppe der Gemeinde St. Antonius u. Elisabeth;⊙Am Schönenkamp 145, hinter der Kirche St. Antonius;
Nordrhein-Westfalen;;Düsseldorf-Heerdt;Aug. 2024;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Nikolaus-Knopp-Platz;
Nordrhein-Westfalen;;Düsseldorf-Stadtmitte;Nov. 2020;betreut vom Literaturbüro Nordrhein-Westfalen e. V. und Art-Invest;⊙Kö-Bogen;
Nordrhein-Westfalen;;Düsseldorf-Stadtmitte;Nov. 2020;betreut von zitty.familie;⊙Klosterstraße 96;
Nordrhein-Westfalen;;Düsseldorf-Kaiserswerth;Aug. 2018;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Kaiserswerther Markt;
Nordrhein-Westfalen;;Düsseldorf-Knittkuhl;Sep. 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Am Mergelsberg;
Nordrhein-Westfalen;;Düsseldorf-Lohausen;Okt. 2024;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Alte Flughafenstr./Niederrheinstr.;
Nordrhein-Westfalen;;Düsseldorf-Oberbilk;Aug. 2021;initiiert von Martina Pophal, betreut vom Literaturbüro Nordrhein-Westfalene. V.;⊙Oberbilker Markt;
Nordrhein-Westfalen;;Düsseldorf-Pempelfort;Juni 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Berty-Albrecht-Park;
Nordrhein-Westfalen;;Düsseldorf-Pempelfort;Okt. 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Rochusmarkt;
Nordrhein-Westfalen;;Düsseldorf-Pempelfort;Juni 2023;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Maria- und Josef-Otten-Platz;
Nordrhein-Westfalen;;Düsseldorf-Oberkassel;Mai 2017;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Werner-Pfingst-Platz/Luegallee;
Nordrhein-Westfalen;;Düsseldorf-Rath;März 2025;initiiert von den Grünen in der Bezirksvertretung 6, betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Rather Kirchplatz 1;
Nordrhein-Westfalen;;Düsseldorf-Unterbilk;Aug. 2011;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Friedensplätzchen. Ecke Düsselstraße/Wissmannstraße;
Nordrhein-Westfalen;;Düsseldorf-Unterbilk;Dez. 2020;initiiert und betreut vom „zentrum plus“ derAWOUnterbilk;⊙Siegplatz/Hans-Reymann-Haus;
Nordrhein-Westfalen;;Düsseldorf-Volmerswerth;Okt. 2019;initiiert und betreut vom Bürger- und Heimatverein Volmerswerth;⊙Hellriegelstraße/Wendeschleife U72;
Nordrhein-Westfalen;;Düsseldorf-Wersten;Juni 2021;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Liebfrauenstraße;
Nordrhein-Westfalen;;Düsseldorf-Wersten;Juni 2022;betreut vom Literaturbüro Nordrhein-Westfalen e. V.;⊙Ickerswarder Straße/Ecke Kölner Landstraße;
Nordrhein-Westfalen;;Duisburg-Altstadt;Sep. 2012;DU liest! – Bürgerstiftung Duisburg[33];⊙Königsgalerie Duisburg;
Nordrhein-Westfalen;;Duisburg-Großenbaum;;;⊙Großenbaumer Allee gg Nr 4;
Nordrhein-Westfalen;;Duisburg-Friemersheim;Aug. 2015;Bürgerstiftung Duisburg;⊙Kaiserstraße 33, gegenüber der Geestschule;
Nordrhein-Westfalen;;Duisburg-Hamborn;Sep. 2013;Bürgerstiftung Duisburg;⊙Duisburg-Hamborn: Hamborner-Markt;
Nordrhein-Westfalen;;Duisburg-Neudorf;;mit funktionierendem Fernsprecher;⊙Ludgeriplatz;
Nordrhein-Westfalen;;Eitorf;Juli 2012;von der Eitorf-Stiftung aufgestellt;⊙Marktplatz Eitorf;
Nordrhein-Westfalen;;ElsdorfOrtsteilBerrendorf;Mai 2021;;⊙Dorfplatz, gegenüberSt. Michael (Berrendorf);
Nordrhein-Westfalen;;Ennigerloh-Westkirchen;;;⊙Kirchplatz;
Nordrhein-Westfalen;;Erftstadt(Bliesheim);Dez. 2021;Initiator: Westenergie/Stadt Erftstadt;⊙an der Bushaltestelle „Markt“;
